,lat,lon,country_code
138,-67.65978043805808,-10.618972760159522,BR
139,-67.6396975661628,-10.598201734013855,BR
140,-67.62799709942192,-10.582065564580262,BR
141,-67.62380581256002,-10.578975659795105,BR
142,-67.61227985750884,-10.57485578628257,BR
143,-67.60372277302667,-10.564041119534522,BR
144,-67.6040721302852,-10.559749585110694,BR
145,-67.60284971399233,-10.553569776006043,BR
146,-67.5998706179671,-10.548419934231788,BR
147,-67.60039431927726,-10.536918621975929,BR
148,-67.59864836838096,-10.527477246243507,BR
149,-67.59463310148567,-10.522327405400574,BR
150,-67.58206292893738,-10.519752484280616,BR
151,-67.54714609961957,-10.495548229664564,BR
152,-67.53213176410645,-10.49314497038722,BR
153,-67.5216501946561,-10.488338452298194,BR
154,-67.51728624058887,-10.484390240628272,BR
155,-67.5034965001978,-10.45623777480796,BR
156,-67.4900559517555,-10.44748304458335,BR
157,-67.48412106093019,-10.441474896389991,BR
158,-67.47783714812249,-10.43701170058921,BR
159,-67.46055634599179,-10.436668377835304,BR
160,-67.44502099091187,-10.431346875149757,BR
161,-67.43978448072448,-10.425338726956397,BR
162,-67.4385575382039,-10.412807445973158,BR
163,-67.4347182912752,-10.410060863941908,BR
164,-67.42808669665828,-10.40851591154933,BR
165,-67.4237237488851,-10.404739361722022,BR
166,-67.42180412542075,-10.387573223561049,BR
167,-67.42285119276494,-10.383453351445496,BR
168,-67.42738848458976,-10.378990156110376,BR
169,-67.42878474248573,-10.37590025132522,BR
170,-67.42058254638687,-10.367317181546241,BR
171,-67.41552155325189,-10.357875806745142,BR
172,-67.41552155325189,-10.35787580581382,BR
173,-67.41220567282289,-10.354785900563002,BR
174,-67.38969322200865,-10.3623390016146,BR
175,-67.38236375013366,-10.35856245085597,BR
176,-67.37555747758597,-10.35787580581382,BR
177,-67.37084567407146,-10.360965710133314,BR
178,-67.37084567314014,-10.360965710598975,BR
179,-67.36822800477967,-10.36663053650409,BR
180,-67.36491011222824,-10.36886213393882,BR
181,-67.36002379795536,-10.366973858792335,BR
182,-67.36002379888669,-10.366973858792335,BR
183,-67.35601020837203,-10.359764081425965,BR
184,-67.32965951645747,-10.361652356106788,BR
185,-67.32599478121847,-10.356674176175147,BR
186,-67.32233021268621,-10.354957562871277,BR
187,-67.31744389841333,-10.35461423965171,BR
188,-67.3141283527948,-10.350322705227882,BR
189,-67.3141283527948,-10.345687848515809,BR
190,-67.31761840963736,-10.342082959599793,BR
191,-67.32948500430211,-10.337104779668152,BR
192,-67.33018305012956,-10.333843213506043,BR
193,-67.33018305059522,-10.333843213040382,BR
194,-67.32843810599297,-10.330753308255225,BR
195,-67.32390081416816,-10.328350048977882,BR
196,-67.32285374682397,-10.321483593899757,BR
197,-67.32058510091156,-10.318737012334168,BR
198,-67.31709504313767,-10.31616209121421,BR
199,-67.31185970641673,-10.315475445240736,BR
200,-67.27895570825785,-10.321311932057142,BR
201,-67.27895570732653,-10.321311931591481,BR
202,-67.27276114560664,-10.326290111988783,BR
203,-67.2708416893147,-10.325775127392262,BR
204,-67.2646471275948,-10.329723339527845,BR
205,-67.25976114859805,-10.330495815724134,BR
206,-67.25723115541041,-10.329551679082215,BR
207,-67.25723115587607,-10.329551678616554,BR
208,-67.25531153241172,-10.327062588185072,BR
209,-67.25251968763769,-10.328521710354835,BR
210,-67.24920431012288,-10.32663343520835,BR
211,-67.24728485383093,-10.32388685271144,BR
212,-67.24248621426523,-10.32388685271144,BR
213,-67.24344594217837,-10.321311931591481,BR
214,-67.24248621426523,-10.319595318287611,BR
215,-67.24039224721491,-10.318737011868507,BR
216,-67.24039224628359,-10.318737011868507,BR
217,-67.23873464157805,-10.320281963795424,BR
218,-67.23568094754592,-10.316591244656593,BR
219,-67.23105681873858,-10.315990428905934,BR
220,-67.2260838355869,-10.317363720852882,BR
221,-67.22268111864105,-10.316419582813978,BR
222,-67.2207616623491,-10.317535381764174,BR
223,-67.22076166141778,-10.317535382229835,BR
224,-67.22119785612449,-10.319852810818702,BR
225,-67.21901671728119,-10.32362936064601,BR
226,-67.21605019457638,-10.322942715603858,BR
227,-67.21229862235487,-10.324830990750343,BR
228,-67.21177642978728,-10.32259939191863,BR
229,-67.2088099066168,-10.32362936064601,BR
230,-67.20148077001795,-10.32217023940757,BR
231,-67.19895044108853,-10.325345974881202,BR
232,-67.19127228297293,-10.330152492970228,BR
233,-67.19127228250727,-10.33015249343589,BR
234,-67.19162130495533,-10.332212430424988,BR
235,-67.18961434205994,-10.33315656753257,BR
236,-67.18978902092203,-10.335731488186866,BR
237,-67.1871691737324,-10.33907888457179,BR
238,-67.18481352366507,-10.33761976286769,BR
239,-67.1794911827892,-10.340194683521986,BR
240,-67.1763501483947,-10.339593869168311,BR
241,-67.16631617210805,-10.335817318409681,BR
242,-67.16300062648952,-10.332384090870619,BR
243,-67.16352416062728,-10.330667477101088,BR
244,-67.16195372631773,-10.329208355396986,BR
245,-67.15759111428633,-10.328264218289405,BR
246,-67.15445007942617,-10.328779202420264,BR
247,-67.14886588836089,-10.325775127392262,BR
248,-67.14738279394805,-10.323286037892103,BR
249,-67.14642306603491,-10.323715191800147,BR
250,-67.14642306510359,-10.323715192265809,BR
251,-67.1462483862415,-10.325860959477723,BR
252,-67.14354354748502,-10.326976757496595,BR
253,-67.1424966477789,-10.32294271606952,BR
254,-67.13927514664829,-10.319595318753272,BR
255,-67.13936231890693,-10.31538961501792,BR
256,-67.13796656392515,-10.315217953175306,BR
257,-67.13796656299382,-10.315217952709645,BR
258,-67.13534973328933,-10.319251995068043,BR
259,-67.13412848999724,-10.316076260991395,BR
260,-67.13412848953158,-10.316076260525733,BR
261,-67.13107529748231,-10.317277889698744,BR
262,-67.12828395701945,-10.316419582813978,BR
263,-67.12793510220945,-10.31393049377948,BR
264,-67.13334344094619,-10.309381466824561,BR
265,-67.13927514618263,-10.31023977464065,BR
266,-67.14032187871635,-10.308351498562843,BR
267,-67.14032187918201,-10.30835149763152,BR
268,-67.13709434261546,-10.302944164723158,BR
269,-67.1371816820465,-10.298480968922377,BR
270,-67.12523093260825,-10.290842037647963,BR
271,-67.11982259294018,-10.293331128079444,BR
272,-67.1127569838427,-10.291786175221205,BR
273,-67.10970379179344,-10.288696270436049,BR
274,-67.10569120757282,-10.288610439747572,BR
275,-67.10412110900506,-10.285949688404799,BR
276,-67.09923613676801,-10.286722165066749,BR
277,-67.09941047988832,-10.28440473601222,BR
278,-67.09792772121727,-10.282516460865736,BR
279,-67.08902999619022,-10.285263042896986,BR
280,-67.0890299952589,-10.285263042896986,BR
281,-67.08798343036324,-10.28646467300132,BR
282,-67.08798343036324,-10.287065487354994,BR
283,-67.08911733468994,-10.288696270436049,BR
284,-67.08885565167293,-10.289554576855153,BR
285,-67.08772157970816,-10.289983730763197,BR
286,-67.08423236198723,-10.289983730763197,BR
287,-67.0833601411432,-10.28818128677085,BR
288,-67.07952190004289,-10.28921125503257,BR
289,-67.07611985318363,-10.284490567166358,BR
290,-67.07149656349793,-10.285778027493507,BR
291,-67.06076923571527,-10.281486493069679,BR
292,-67.05806523375213,-10.278911572415382,BR
293,-67.05431433208287,-10.27968404861167,BR
294,-67.05230820737779,-10.276508313138038,BR
295,-67.04742340184748,-10.275650006253272,BR
296,-67.0476850848645,-10.274620038457215,BR
297,-67.05256988992915,-10.272388440091163,BR
298,-67.0514359860681,-10.26869772048667,BR
299,-67.05143598653376,-10.26869772002101,BR
300,-67.05099979182705,-10.267925244756043,BR
301,-67.04925518250093,-10.266637783963233,BR
302,-67.04690020345151,-10.265264492481947,BR
303,-67.04559178790078,-10.265092831570655,BR
304,-67.04559178696945,-10.265092831104994,BR
305,-67.0430621295236,-10.266981105785817,BR
306,-67.04088132595643,-10.262002926785499,BR
307,-67.03826466389,-10.262346249073744,BR
308,-67.03826466295868,-10.262346248608083,BR
309,-67.03460110072047,-10.265007000416517,BR
310,-67.03050134470686,-10.257282238453627,BR
311,-67.02439546398818,-10.258569698780775,BR
312,-67.02291270531714,-10.254363995045424,BR
313,-67.0182022433728,-10.255393963307142,BR
314,-67.01820224244148,-10.255393963307142,BR
315,-67.01767904404551,-10.257883054204285,BR
316,-67.01575992396101,-10.258827190846205,BR
317,-67.0121837016195,-10.254363994579762,BR
318,-67.01009023701772,-10.253419857472181,BR
319,-67.00956670381129,-10.252561550121754,BR
320,-67.00956670381129,-10.247926693409681,BR
321,-67.00442038290203,-10.244064311962575,BR
322,-67.00625216355547,-10.23548124358058,BR
323,-67.00564162619412,-10.230331401806325,BR
324,-66.99989197542891,-10.22998807951808,BR
325,-66.99989197449759,-10.229988079983741,BR
326,-66.9991070930846,-10.231790524441749,BR
327,-66.99989197449759,-10.233163815457374,BR
328,-66.99884557910264,-10.233764629345387,BR
329,-66.9950083438307,-10.22878645034507,BR
330,-66.99474666081369,-10.222778301686049,BR
331,-66.99143279111013,-10.223121623974293,BR
332,-66.98803158244118,-10.221147518604994,BR
333,-66.98855494894087,-10.219345075078309,BR
334,-66.99082225328311,-10.217628460843116,BR
335,-66.99431080184877,-10.217971784062684,BR
336,-66.99788635410368,-10.220632535405457,BR
337,-67.00050251372159,-10.219001752790064,BR
338,-66.99910709401593,-10.213422757107764,BR
339,-66.99910709355026,-10.213422756176442,BR
340,-66.99300255440176,-10.211448650807142,BR
341,-66.99465948855504,-10.207328777760267,BR
342,-66.99256652779877,-10.20578382583335,BR
343,-66.99692696100101,-10.203723889309913,BR
344,-66.996316423174,-10.199518185574561,BR
345,-66.99404911883175,-10.198316555470228,BR
346,-66.99404911836609,-10.198316555004567,BR
347,-66.99221767252311,-10.198831539135426,BR
348,-66.99335140828043,-10.203208904713392,BR
349,-66.9919559895061,-10.204238872975111,BR
350,-66.98297360679135,-10.197801570873708,BR
351,-66.9809678173624,-10.194454174488783,BR
352,-66.97922354238108,-10.196084957569838,BR
353,-66.97486311057582,-10.197029094677418,BR
354,-66.97721775341779,-10.192651730496436,BR
355,-66.98122933227569,-10.190505963284522,BR
356,-66.98122933181003,-10.190505962818861,BR
357,-66.97660738322884,-10.188446026295424,BR
358,-66.97390371654183,-10.18527029082179,BR
359,-66.97181075578555,-10.186901073437184,BR
360,-66.9718107553199,-10.186901074368507,BR
361,-66.97294449107721,-10.188703519292176,BR
362,-66.97599684493616,-10.188961011357605,BR
363,-66.97617118805647,-10.190420132596046,BR
364,-66.97442708304152,-10.19179342361167,BR
365,-66.97442708304152,-10.19179342314601,BR
366,-66.96753749391064,-10.19179342314601,BR
367,-66.96326439967379,-10.1885318569839,BR
368,-66.96326439967379,-10.185184460598975,BR
369,-66.96038638940081,-10.182781201321632,BR
370,-66.96038638846949,-10.182781201321632,BR
371,-66.95864228205755,-10.186386089771986,BR
372,-66.9559387830086,-10.18801687285304,BR
373,-66.9587294543162,-10.189561825245619,BR
374,-66.9590783091262,-10.191535931546241,BR
375,-66.95750854630023,-10.192222576588392,BR
376,-66.95428184885532,-10.190849285572767,BR
377,-66.95428184932098,-10.190849285572767,BR
378,-66.95428184978664,-10.190849285107106,BR
379,-66.95131666725501,-10.186214428395033,BR
380,-66.95061912527308,-10.17926214216277,BR
381,-66.94800279848278,-10.170421581715345,BR
382,-66.94564815377817,-10.168018322438002,BR
383,-66.94608803559095,-10.159778576344252,BR
384,-66.94221962010488,-10.154457072727382,BR
385,-66.93524369737133,-10.153427105396986,BR
386,-66.93768517812714,-10.148963909596205,BR
387,-66.9341973005794,-10.144500713795424,BR
388,-66.93419729964808,-10.144500713795424,BR
389,-66.93001187965274,-10.147247295361012,BR
390,-66.926524002105,-10.144157390110195,BR
391,-66.91850168257952,-10.144157390110195,BR
392,-66.91466495208442,-10.14312742324546,BR
393,-66.92024562275037,-10.132827740628272,BR
394,-66.92024562228471,-10.132827740162611,BR
395,-66.91818803315982,-10.133686046581715,BR
396,-66.91731614805758,-10.130166989285499,BR
397,-66.9141774601303,-10.129308681935072,BR
398,-66.91417745919898,-10.12930868146941,BR
399,-66.91208483278751,-10.132827740162611,BR
400,-66.9103410616517,-10.132570248097181,BR
401,-66.90868446370587,-10.131711940746754,BR
402,-66.91051540710032,-10.126304607838392,BR
403,-66.90981786511838,-10.125703793484718,BR
404,-66.90981786465272,-10.125703793019056,BR
405,-66.90223257662728,-10.12759206769988,BR
406,-66.90075048850849,-10.123043041676283,BR
407,-66.89612954575568,-10.122957210522145,BR
408,-66.89796048915014,-10.119352322537452,BR
409,-66.89682692056522,-10.11737821623683,BR
410,-66.89787331689149,-10.11660574004054,BR
411,-66.89717577584088,-10.11411665007472,BR
412,-66.89839634811506,-10.111627559643239,BR
413,-66.8983963476494,-10.111627559177577,BR
414,-66.89464728999883,-10.110340099781752,BR
415,-66.89307802962139,-10.11385915754363,BR
416,-66.88889294536784,-10.114889125805348,BR
417,-66.88898497959599,-10.103473644703627,BR
418,-66.88759023090824,-10.09935377119109,BR
419,-66.88453904958442,-10.100040417164564,BR
420,-66.88453904911876,-10.100040417630225,BR
421,-66.88636982534081,-10.105533580761403,BR
422,-66.88488773722202,-10.108537654858083,BR
423,-66.88262127060443,-10.108451823703945,BR
424,-66.88035480398685,-10.10664938064292,BR
425,-66.88174955267459,-10.101242046803236,BR
426,-66.87991894595325,-10.096435528248549,BR
427,-66.87991894502193,-10.096435527782887,BR
428,-66.87834985181689,-10.09737966582179,BR
429,-66.87660624878481,-10.101928691845387,BR
430,-66.87433978216723,-10.102443676441908,BR
431,-66.87311920989305,-10.101327877026051,BR
432,-66.87311921035871,-10.101327877026051,BR
433,-66.87059122789651,-10.094718914944679,BR
434,-66.87416543951258,-10.092744808644056,BR
435,-66.87277052272111,-10.087509136181325,BR
436,-66.87556018820032,-10.084333400707692,BR
437,-66.87582170404494,-10.082445126026869,BR
438,-66.87355523696169,-10.081157665234059,BR
439,-66.87102708686143,-10.081329327076674,BR
440,-66.87102708593011,-10.081329326611012,BR
441,-66.86623247014359,-10.084934215061367,BR
442,-66.86379165994003,-10.082960109692067,BR
443,-66.85446394281462,-10.084075908176601,BR
444,-66.8522844798863,-10.081844310741872,BR
445,-66.85115141421556,-10.083303431980312,BR
446,-66.85115141421556,-10.083303432911634,BR
447,-66.85306919412687,-10.085020047146827,BR
448,-66.852371819783,-10.087165813427418,BR
449,-66.85001801420003,-10.087079983204603,BR
450,-66.8493206393905,-10.085964183323085,BR
451,-66.84225955698639,-10.085792522411793,BR
452,-66.83999292273074,-10.083475093822926,BR
453,-66.83781362790614,-10.083389263600111,BR
454,-66.83702908223495,-10.082101803272963,BR
455,-66.83963434537873,-10.076780301053077,BR
456,-66.8391984864138,-10.073604565579444,BR
457,-66.84068023879081,-10.070772152394056,BR
458,-66.84068023832515,-10.070772151928395,BR
459,-66.83457871619612,-10.068197230808437,BR
460,-66.83414285676554,-10.065793972462416,BR
461,-66.8341428572312,-10.065793972928077,BR
462,-66.83667067205533,-10.064249020069838,BR
463,-66.83518875110894,-10.06124494643882,BR
464,-66.83518875064328,-10.061244945507497,BR
465,-66.83309679524973,-10.060043315403163,BR
466,-66.82699527265504,-10.061073283664882,BR
467,-66.82315988186747,-10.060472469311208,BR
468,-66.81888896645978,-10.055322628468275,BR
469,-66.81784290494397,-10.052232723217458,BR
470,-66.81156687159091,-10.049400310497731,BR
471,-66.80877770902589,-10.04991529462859,BR
472,-66.80668575363234,-10.049056987743825,BR
473,-66.80677275778726,-10.045537929981947,BR
474,-66.80363490898162,-10.045452098362148,BR
475,-66.80189164076,-10.042877178639174,BR
476,-66.80607555108145,-10.040817242581397,BR
477,-66.80712144542485,-10.037813168019056,BR
478,-66.80712144542485,-10.037813167087734,BR
479,-66.80067123519257,-10.034980754833668,BR
480,-66.79796907724813,-10.02940175961703,BR
481,-66.7918675551191,-10.027599315624684,BR
482,-66.79108317615464,-10.024166088085622,BR
483,-66.78916539717466,-10.022020320873708,BR
484,-66.77844410436228,-10.017900447826833,BR
485,-66.77199372649193,-10.021591167431325,BR
486,-66.77086066175252,-10.020132045261562,BR
487,-66.77086066175252,-10.016612987034023,BR
488,-66.77234241459519,-10.01197813032195,BR
489,-66.76363361719996,-10.006656627170742,BR
490,-66.76293640956283,-10.005025844089687,BR
491,-66.76406947569922,-10.000991801731288,BR
492,-66.76372078852728,-10.000219325535,BR
493,-66.76302358182147,-9.99970434140414,BR
494,-66.75971205951646,-9.998588542919606,BR
495,-66.75252139242366,-10.000000054948032,BR
496,-66.75160726252943,-9.995241145603359,BR
497,-66.74995166901499,-9.993267040234059,BR
498,-66.74393849121407,-9.996442775707692,BR
499,-66.74088831664994,-9.996185283642262,BR
500,-66.73487513931468,-9.989318828564137,BR
501,-66.73269634693861,-9.982624034862965,BR
502,-66.72886196151376,-9.980649928562343,BR
503,-66.72293595643714,-9.982967357616872,BR
504,-66.72006012592465,-9.982109050732106,BR
505,-66.71988578140736,-9.980649929493666,BR
506,-66.72171588661149,-9.979705792386085,BR
507,-66.72189023019746,-9.978160839993507,BR
508,-66.72128002764657,-9.976272564847022,BR
509,-66.72128002811223,-9.9762725639157,BR
510,-66.71796850580722,-9.973869303707033,BR
511,-66.71587705332786,-9.973697643261403,BR
512,-66.71587705239654,-9.973697643727064,BR
513,-66.71422129170969,-9.97824666975066,BR
514,-66.71273970650509,-9.978589992504567,BR
515,-66.71273970697075,-9.978589992038906,BR
516,-66.71056108316407,-9.976873378735036,BR
517,-66.70480925310403,-9.976358394604176,BR
518,-66.70149773079902,-9.972925167065114,BR
519,-66.69496169034392,-9.970951060764492,BR
520,-66.69513603392988,-9.967174510471523,BR
521,-66.69409030722454,-9.966745357494801,BR
522,-66.68276048917323,-9.965457897167653,BR
523,-66.67561441427097,-9.967946986667812,BR
524,-66.67474286304787,-9.965114573948085,BR
525,-66.67700882721692,-9.95773313427344,BR
526,-66.67404565634206,-9.956874827854335,BR
527,-66.66907820524648,-9.960393886547536,BR
528,-66.66846817079931,-9.95575902890414,BR
529,-66.66927216295153,-9.953429697547108,BR
530,-66.6662893788889,-9.94975088071078,BR
531,-66.6636750632897,-9.949579219799489,BR
532,-66.66323920432478,-9.948291760403663,BR
533,-66.6655923393555,-9.94631765410304,BR
534,-66.66315203299746,-9.937477093655616,BR
535,-66.6631520325318,-9.937477092724293,BR
536,-66.656790335197,-9.935588817577809,BR
537,-66.65504723414779,-9.940395335666835,BR
538,-66.65374016016722,-9.940910320263356,BR
539,-66.6524329194799,-9.936447123996913,BR
540,-66.65121284872293,-9.935588817577809,BR
541,-66.65034146653488,-9.937133769970387,BR
542,-66.65034146606922,-9.937133770436049,BR
543,-66.65086416108534,-9.942111949902028,BR
544,-66.64877270860597,-9.94477270077914,BR
545,-66.64110360341147,-9.947261791676283,BR
546,-66.64302087947726,-9.949407558422536,BR
547,-66.63761773705482,-9.950437527149916,BR
548,-66.63761773705482,-9.950437526684254,BR
549,-66.63709470676258,-9.95026586484164,BR
550,-66.63657184364274,-9.942884425632656,BR
551,-66.63326032133773,-9.938936213962734,BR
552,-66.63238877104595,-9.935417155735195,BR
553,-66.63037241995335,-9.937219600193202,BR
554,-66.62723557651043,-9.935760478489101,BR
555,-66.62542190030217,-9.933357219211757,BR
556,-66.62516038585454,-9.932498913258314,BR
557,-66.62664163624868,-9.93009565398097,BR
558,-66.63640001509339,-9.927778225392103,BR
559,-66.6353544560261,-9.922714214771986,BR
560,-66.63535445556045,-9.922714213840663,BR
561,-66.62716433079913,-9.919710140209645,BR
562,-66.63012666348368,-9.913272838108242,BR
563,-66.63500593742356,-9.91335866972804,BR
564,-66.63552863197401,-9.912843685597181,BR
565,-66.6353544560261,-9.912328701466322,BR
566,-66.63739125849679,-9.911191444844007,BR
567,-66.79547546198592,-9.835958498995751,BR
568,-69.05123017914593,-8.762434680946171,BR
569,-70.35764014860615,-8.140708185732365,BR
570,-70.69524376327172,-8.064232874196023,BR
571,-72.65067086648196,-7.621282315347344,BR
572,-73.80145018314943,-7.115020727273077,BR
573,-73.80145018314943,-7.121200535912067,BR
574,-73.79625994106755,-7.133216831833124,BR
575,-73.78034287504852,-7.144889806397259,BR
576,-73.76857820292935,-7.155189489014447,BR
577,-73.76200377335772,-7.162055944092572,BR
578,-73.75681353127584,-7.1694373823702335,BR
579,-73.75301066134125,-7.1881484729237854,BR
580,-73.74920410476625,-7.199478123802692,BR
581,-73.73812993383035,-7.220077489502728,BR
582,-73.73190083913505,-7.223339055199176,BR
583,-73.72117300797254,-7.226943944580853,BR
584,-73.71511674765497,-7.2320937854237854,BR
585,-73.71217520302162,-7.237071965355426,BR
586,-73.71079101599753,-7.249259923119098,BR
587,-73.71269236598164,-7.3017883049324155,BR
588,-73.71874929731712,-7.317066167946905,BR
589,-73.73588173929602,-7.323589299339801,BR
590,-73.74159098928794,-7.327709172852337,BR
591,-73.75111048482358,-7.341442083008587,BR
592,-73.75647607585415,-7.3457336174324155,BR
593,-73.76547639630735,-7.350025151390582,BR
594,-73.76547639677301,-7.350025151856244,BR
595,-73.76997647201642,-7.347793554421514,BR
596,-73.77361136907712,-7.341613745316863,BR
597,-73.77724592993036,-7.33869550190866,BR
598,-73.78105382854119,-7.338008855935186,BR
599,-73.79230418615043,-7.345733617898077,BR
600,-73.800612160936,-7.34865186130628,BR
601,-73.82051700167358,-7.347793554421514,BR
602,-73.82882480928674,-7.3481368771754205,BR
603,-73.8343634037301,-7.349853491410613,BR
604,-73.84509425098076,-7.349166845437139,BR
605,-73.85270988103002,-7.350025151856244,BR
606,-73.8624023781158,-7.358608221635222,BR
